"Year","Value","Country"
"1993","713.8833333333333","Lithuania"
"1993","949.4","Luxembourg"
"1993","341.5","Macedonia"
"1993","3083.3333333333335","Malaysia"
"1993","2408.6","Maldives"
"1993","841","Malta"
"1993","2690.4000000000005","Marshall Islands"
"1993","933.7576781002645","Mexico"
"1993","4009.3250000000003","Micronesia, Federated States of"
"1993","687.8","Moldova, Republic of"
"1993","237.86999999999998","Mongolia"
"1993","368.8","Morocco"
"1993","234.3166666666667","Namibia"
"1993","902.8621118012421","Netherlands"
"1993","3641","New Caledonia"
"1993","857.3","New Zealand"
"1993","1564.4","Northern Mariana Islands"
"1993","1078.3238356164381","Norway"
"1993","92.26666666666667","Oman"
"1993","3464.075","Palau"
"1993","2701.7000000000003","Panama"
"1993","2110","Papua New Guinea"
"1993","1054.2857142857142","Paraguay"
"1993","979.275","Peru"
"1993","1907.5642857142855","Philippines"
"1993","500","Poland"
"1993","1099.0357142857142","Portugal"
"1993","1506.8396551724138","Puerto Rico"
"1993","547.1185185185185","Romania"
"1993","529.3043872919815","Russian Federation"
"1993","3107","Saint Helena"
"1993","121.5","Saudi Arabia"
"1993","488.7","Serbia"
"1993","2273","Seychelles"
"1993","2230.9","Singapore"
"1993","990.8","Sint Maarten"
"1993","610.8249999999999","Slovakia"
"1993","1177.55625","Slovenia"
"1993","534.6713333333332","South Africa"
"1993","0","South Georgia and the South Sandwich Islands"
"1993","545.2034883720931","Spain"
"1993","477.3499999999999","Svalbard and Jan Mayen"
"1993","756.5","Swaziland"
"1993","691.8110782865583","Sweden"
"1993","1280.185714285714","Switzerland"
"1993","355.6666666666667","Syrian Arab Republic"
"1993","473.2","Tajikistan"
"1993","1522.6571428571428","Thailand"
"1993","211.96666666666667","Turkmenistan"
"1993","568.95","Ukraine"
"1993","994.6819277108436","United Kingdom"
"1993","952.4779987944556","United States"
"1993","1388.281981981982","Uruguay"
"1993","374.55238095238093","Uzbekistan"
"1993","1643.433333333333","Venezuela"
"1993","1376.1","Vietnam"
"1993","822.9","Virgin Islands, British"
"1993","923.4272727272728","Virgin Islands, U.S."
"1994","547.3499999999999","Aland Islands"
"1994","1394.9","Albania"
"1994","184.6","Algeria"
"1994","6004.2","American Samoa"
"1994","1432.8166666666668","Argentina"
"1994","476","Armenia"
"1994","496.951574355083","Australia"
"1994","959.9666666666667","Austria"
"1994","629.5522727272727","Belarus"
"1994","870.6","Belgium"
"1994","1005.1","Belize"
"1994","1644.2","Bermuda"
"1994","1210.857142857143","Bolivia"
"1994","824.1","Bosnia and Herzegovina"
"1994","300.95","Botswana"
"1994","1455.3246014648864","Brazil"
"1994","1368.2","Cambodia"
"1994","894.9150883838383","Canada"
"1994","1902.8","Chile"
"1994","796.1490000000001","China"
"1994","2243.4","Colombia"
"1994","1012.9384615384618","Croatia"
"1994","1033.1","Cuba"
"1994","725.3249999999999","Cyprus"
"1994","571.95","Czech Republic"
"1994","819.4875000000001","Denmark"
"1994","2278.7","Ecuador"
"1994","141.51250000000002","Egypt"
"1994","652.52","Estonia"
"1994","582.9825665859564","Finland"
"1994","908.7480519480519","France"
"1994","2624.15","French Guiana"
"1994","1784.1666666666667","French Polynesia"
"1994","897.7559738134208","Germany"
"1994","706.1875","Greece"
"1994","820.842857142857","Greenland"
"1994","1168","Guadeloupe"
"1994","1969.7714285714287","Guam"
"1994","1678.8","Guatemala"
"1994","1013.3","Guernsey"
"1994","1555.7","Guyana"
"1994","2591.9","Hong Kong"
"1994","501.74000000000007","Hungary"
"1994","1085.8142857142857","Iceland"
"1994","1830.8","India"
"1994","1446.6","Indonesia"
"1994","263.4","Iran, Islamic Republic of"
"1994","1200.1333333333334","Ireland"
"1994","886.5","Isle of Man"
"1994","633.3166666666666","Israel"
"1994","834.0999999999999","Italy"
"1994","1477.4818181818182","Japan"
"1994","1044.3","Jersey"
"1994","280.2545454545455","Kazakhstan"
"1994","834.2750000000001","Kenya"
"1994","879","Korea, Republic of"
"1994","622.6","Kyrgyzstan"
"1994","601.3","Latvia"
"1994","491.2","Lesotho"
"1994","669.6200000000001","Lithuania"
"1994","882.6500000000001","Luxembourg"
"1994","344.2","Macedonia"
"1994","4400.333333333333","Malaysia"
"1994","3310.6","Maldives"
"1994","721.8","Malta"
"1994","2475.2000000000003","Marshall Islands"
"1994","759.3674590596934","Mexico"
"1994","3212.4692307692308","Micronesia, Federated States of"
"1994","241.42857142857142","Mongolia"
"1994","277.26000000000005","Morocco"
"1994","276.24","Namibia"
"1994","935.5740853658536","Netherlands"
"1994","2674.05","New Caledonia"
"1994","947.55","New Zealand"
"1994","1922.1","Northern Mariana Islands"
"1994","1158.7587431693992","Norway"
"1994","229.13333333333333","Oman"
"1994","3103","Palau"
"1994","2384","Papua New Guinea"
"1994","1295.9285714285713","Paraguay"
"1994","1157.3818181818183","Peru"
"1994","1907.4533333333334","Philippines"
"1994","662","Poland"
"1994","1116.3857142857144","Portugal"
"1994","1089.326086956522","Puerto Rico"
"1994","1579.6","Reunion"
"1994","505.37777777777774","Romania"
"1994","537.6119164619164","Russian Federation"
"1994","173","Saint Helena"
"1994","61.5","Saudi Arabia"
"1994","570.0333333333333","Serbia"
"1994","2801","Seychelles"
"1994","757.15","Slovakia"
"1994","1279.5352941176475","Slovenia"
"1994","2125.1","Solomon Islands"
"1994","456.1467199999999","South Africa"
"1994","483.2640449438204","Spain"
"1994","420.5","Svalbard and Jan Mayen"
"1994","697.08","Swaziland"
"1994","632.5554904831624","Sweden"
"1994","1354.7285714285717","Switzerland"
"1994","601.6666666666666","Syrian Arab Republic"
"1994","407.06666666666666","Tajikistan"
"1994","2080.191428571429","Thailand"
"1994","1053.7","Trinidad and Tobago"
"1994","307.88","Tunisia"
"1994","175.41666666666666","Turkmenistan"
"1994","457.47368421052624","Ukraine"
"1994","1030.3411764705884","United Kingdom"
"1994","900.5864486692","United States"
"1994","1099.1443396226414","Uruguay"
"1994","272.67391304347836","Uzbekistan"
"1994","1531.6090909090906","Venezuela"
"1994","2102.2","Vietnam"
"1994","562.4","Virgin Islands, British"
"1994","575.0111111111112","Virgin Islands, U.S."
"1994","3103.5","Wallis and Futuna"
"1995","513.8","Aland Islands"
"1995","2306.8","Albania"
"1995","160.425","Algeria"
"1995","3154.3","American Samoa"
"1995","1030.790909090909","Argentina"
"1995","444.4","Armenia"
"1995","714.3006874767742","Australia"
"1995","1034.3666666666666","Austria"
"1995","602.0363636363636","Belarus"
"1995","790.2666666666668","Belgium"
"1995","1287.4","Belize"
"1995","1383.3","Bermuda"
"1995","1266.8999999999999","Bolivia"
"1995","1091.1","Bosnia and Herzegovina"
"1995","459.3333333333333","Botswana"
"1995","1535.0761293179812","Brazil"
"1995","1408.4","Cambodia"
"1995","918.6655285620484","Canada"
"1995","1409.6","Chile"
"1995","739.8731707317072","China"
"1995","2107.4636363636364","Colombia"
"1995","1262.5153846153846","Croatia"
"1995","952.3","Cuba"
"1995","285.65000000000003","Cyprus"
"1995","648.5","Czech Republic"
"1995","657.9857142857143","Denmark"
"1995","100.925","Egypt"
"1995","656.2384615384615","Estonia"
"1995","596.129187817259","Finland"
"1995","839.5135135135132","France"
"1995","2479.3999999999996","French Guiana"
"1995","2028.575","French Polynesia"
"1995","897.5","French Southern Territories"
"1995","901.2592532467534","Germany"
"1995","518.4749999999999","Greece"
"1995","954.342857142857","Greenland"
"1995","1726","Guadeloupe"
"1995","2045.6000000000001","Guam"
"1995","2199.7","Guatemala"
"1995","1548.2666666666667","Guyana"
"1995","2700","Hong Kong"
"1995","611.0166666666667","Hungary"
"1995","887.5857142857142","Iceland"
"1995","1327.3","India"
"1995","179.75","Iran, Islamic Republic of"
"1995","1095.1000000000001","Ireland"
"1995","683.7","Isle of Man"
"1995","255.7428571428571","Israel"
"1995","910.9999999999998","Italy"
"1995","1600.1181818181817","Japan"
"1995","210.75238095238092","Kazakhstan"
"1995","613.8","Kenya"
"1995","985","Korea, Republic of"
"1995","346.4","Kyrgyzstan"
"1995","605.3","Latvia"
"1995","608.5","Lesotho"
"1995","297.15","Libyan Arab Jamahiriya"
"1995","670.3166666666666","Lithuania"
"1995","993.1000000000003","Luxembourg"
"1995","101.6","Macedonia"
"1995","854","Madagascar"
"1995","4307.666666666667","Malaysia"
"1995","2644.5","Maldives"
"1995","713","Malta"
"1995","2282.633333333333","Marshall Islands"
"1995","933.9301849075471","Mexico"
"1995","3646.5","Micronesia, Federated States of"
"1995","142.73999999999998","Mongolia"
"1995","297.09999999999997","Morocco"
"1995","127.78333333333335","Namibia"
"1995","770.8701807228916","Netherlands"
"1995","10355","New Caledonia"
"1995","987.2","New Zealand"
"1995","1908.3","Northern Mariana Islands"
"1995","1206.522038567493","Norway"
"1995","195.25","Oman"
"1995","3742.6499999999996","Palau"
"1995","2616.6666666666665","Papua New Guinea"
"1995","1386.5","Paraguay"
"1995","1150.7666666666667","Peru"
"1995","2414.81","Philippines"
"1995","538","Poland"
"1995","1324.3999999999999","Portugal"
"1995","1551.1878048780484","Puerto Rico"
"1995","1692.1","Reunion"
"1995","648.0444444444445","Romania"
"1995","532.3779116465862","Russian Federation"
"1995","1858.5","Saint Helena"
"1995","136.75","Saudi Arabia"
"1995","666.9333333333334","Serbia"
"1995","2771","Seychelles"
"1995","2601.3","Singapore"
"1995","775.4499999999999","Slovakia"
"1995","1478.058823529412","Slovenia"
"1995","1266.6999999999998","Solomon Islands"
"1995","614.1068597560975","South Africa"
"1995","0","South Georgia and the South Sandwich Islands"
"1995","504.7550561797752","Spain"
"1995","339.71666666666664","Svalbard and Jan Mayen"
"1995","1168.3","Swaziland"
"1995","648.9274809160305","Sweden"
"1995","1395.0571428571427","Switzerland"
"1995","298.3333333333333","Syrian Arab Republic"
"1995","241.68","Tajikistan"
"1995","1552.1406250000002","Thailand"
"1995","1085.3","Trinidad and Tobago"
"1995","426.3","Tunisia"
"1995","540.5","Turkey"
"1995","131.41666666666666","Turkmenistan"
"1995","741.9333333333334","Ukraine"
"1995","881.6440476190476","United Kingdom"
"1995","949.1615705673207","United States"
"1995","1008.7983471074381","Uruguay"
"1995","154.42173913043476","Uzbekistan"
"1995","2033.1","Vanuatu"
"1995","1478.3705882352945","Venezuela"
"1995","1422.7666666666664","Vietnam"
"1995","934.75","Virgin Islands, U.S."
"1995","3975.6","Wallis and Futuna"
"1995","9","Western Sahara"
"1996","516.42","Aland Islands"
"1996","2351.9","Albania"
"1996","233.2","Algeria"
"1996","3522.2","American Samoa"
"1996","162.7","Antarctica"
"1996","1322.95","Argentina"
"1996","364.35","Armenia"
"1996","740.4509619011701","Australia"
"1996","1199.0142857142857","Austria"
"1996","588.4863636363635","Belarus"
"1996","669.8666666666667","Belgium"
"1996","1423.9","Belize"
"1996","1412.5","Bermuda"
"1996","1122.8400000000001","Bolivia"
"1996","1068.1","Bosnia and Herzegovina"
"1996","419.87999999999994","Botswana"
"1996","1563.6994965675067","Brazil"
"1996","1215.2","Cambodia"
"1996","955.6044025157225","Canada"
"1996","951.1999999999999","Chile"
"1996","748.0694581280788","China"
"1996","2250.9214285714284","Colombia"
"1996","1250.346153846154","Croatia"
"1996","573.2","Cuba"
"1996","510.84999999999997","Cyprus"
"1996","577.4000000000001","Czech Republic"
"1996","518.5375","Denmark"
"1996","120.51428571428572","Egypt"
"1996","553.5038461538462","Estonia"
"1996","581.0647058823531","Finland"
"1996","824.4265060240963","France"
"1996","3678.9199999999996","French Guiana"
"1996","1994.4000000000003","French Polynesia"
"1996","692.3713592233009","Germany"
"1996","773.9777777777776","Greece"
"1996","1102.0500000000002","Greenland"
"1996","1700","Guadeloupe"
"1996","2462.133333333333","Guam"
"1996","629.8","Guernsey"
"1996","1565.1000000000001","Guyana"
"1996","2224.8","Hong Kong"
"1996","615.8000000000001","Hungary"
"1996","1020","Iceland"
"1996","1377.0857142857142","India"
"1996","414.3","Indonesia"
"1996","142.7","Iran, Islamic Republic of"
"1996","1046.1285714285711","Ireland"
"1996","715.3","Isle of Man"
"1996","404.47142857142853","Israel"
"1996","1095.3333333333333","Italy"
"1996","1719.6909090909094","Japan"
"1996","710.3","Jersey"
"1996","226.80909090909097","Kazakhstan"
"1996","413.575","Kenya"
"1996","1049.3333333333333","Korea, Republic of"
"1996","589.5","Kyrgyzstan"
"1996","497.9","Latvia"
"1996","753.6857142857142","Lesotho"
"1996","501.65000000000003","Lithuania"
"1996","660.0090909090909","Luxembourg"
"1996","59.9","Macedonia"
"1996","788.2500000000001","Madagascar"
"1996","3936","Malaysia"
"1996","2162.1","Maldives"
"1996","832.6","Malta"
"1996","2630.08","Marshall Islands"
"1996","2453","Martinique"
"1996","842.6803351404632","Mexico"
"1996","4175.435294117648","Micronesia, Federated States of"
"1996","183.4333333333333","Mongolia"
"1996","828.3333333333335","Morocco"
"1996","1323.1","Myanmar"
"1996","193.58333333333334","Namibia"
"1996","628.1494117647059","Netherlands"
"1996","13501","New Caledonia"
"1996","929.65","New Zealand"
"1996","1848.6333333333332","Northern Mariana Islands"
"1996","893.8141274238228","Norway"
"1996","189.02857142857144","Oman"
"1996","3640.85","Palau"
"1996","2597.3333333333335","Papua New Guinea"
"1996","1555.91","Paraguay"
"1996","1065.147619047619","Peru"
"1996","2008.5888888888887","Philippines"
"1996","566","Poland"
"1996","1505.6916666666666","Portugal"
"1996","1872.480487804878","Puerto Rico"
"1996","1356.2","Reunion"
"1996","601.8148148148148","Romania"
"1996","485.6554237288137","Russian Federation"
"1996","1617.5","Saint Helena"
"1996","135.25","Saudi Arabia"
"1996","749.3666666666667","Serbia"
"1996","2321","Seychelles"
"1996","2471.3","Singapore"
"1996","1092.1","Sint Maarten"
"1996","765.275","Slovakia"
"1996","1490.0882352941176","Slovenia"
"1996","3637.2","Solomon Islands"
"1996","701.1848909657322","South Africa"
"1996","747.5850574712642","Spain"
"1996","432.56666666666666","Svalbard and Jan Mayen"
"1996","700.6","Swaziland"
"1996","574.8884016973126","Sweden"
"1996","1132.0285714285715","Switzerland"
"1996","538.5","Syrian Arab Republic"
"1996","310.9","Tajikistan"
"1996","1622.8184210526313","Thailand"
"1996","393.52","Tunisia"
"1996","529.9","Turkey"
"1996","171.21666666666667","Turkmenistan"
"1996","588.7809523809525","Ukraine"
"1996","802.373493975904","United Kingdom"
"1996","1016.125527004154","United States"
"1996","1001.9296875","Uruguay"
"1996","197.45000000000002","Uzbekistan"
"1996","2445.3999999999996","Vanuatu"
"1996","1830.4399999999998","Venezuela"
"1996","1944.146153846154","Vietnam"
"1996","1160.25","Virgin Islands, U.S."
"1996","42.6","Western Sahara"
"1997","573.04","Aland Islands"
"1997","1466.7","Albania"
"1997","272.1166666666667","Algeria"
"1997","2359.3","American Samoa"
"1997","1656.3111111111114","Argentina"
"1997","374","Armenia"
"1997","637.2637664783439","Australia"
"1997","1305.185714285714","Austria"
"1997","1765.3","Bahamas"
"1997","1152.2","Barbados"
"1997","663.6545454545454","Belarus"
"1997","707.6666666666666","Belgium"
"1997","1147.2","Belize"
"1997","991.225","Bolivia"
"1997","849","Bosnia and Herzegovina"
"1997","1533.8517830972148","Brazil"
"1997","1284.9","Cambodia"
"1997","908.3873290136793","Canada"
"1997","605.7571428571429","Chile"
"1997","734.5126213592232","China"
"1997","1417.142857142857","Colombia"
"1997","986.0384615384615","Croatia"
"1997","427.5","Cuba"
"1997","321.7","Curacao"
"1997","456.25","Cyprus"
"1997","510.45","Czech Republic"
"1997","617.35","Denmark"
"1997","105.75714285714285","Egypt"
"1997","638.9119999999999","Estonia"
"1997","1917.7","Fiji"
"1997","553.8129107981223","Finland"
"1997","735.8843373493976","France"
"1997","3287.1333333333337","French Guiana"
"1997","1949.1333333333332","French Polynesia"
"1997","718.3245469522242","Germany"
"1997","602.5444444444444","Greece"
"1997","1125.7","Greenland"
"1997","981","Guadeloupe"
"1997","2660.3333333333335","Guam"
"1997","711.5","Guernsey"
"1997","1510.7","Guyana"
"1997","3230.9","Hong Kong"
"1997","467.5200000000001","Hungary"
"1997","1058.45","Iceland"
"1997","1018.1999999999999","India"
"1997","716.8","Indonesia"
"1997","195.1","Iran, Islamic Republic of"
"1997","1064.6428571428573","Ireland"
"1997","715.9","Isle of Man"
"1997","534.6857142857143","Israel"
"1997","824.4333333333333","Italy"
"1997","1829.4272727272728","Japan"
"1997","736.5","Jersey"
"1997","249.0318181818182","Kazakhstan"
"1997","1276.6200000000001","Kenya"
"1997","1210.6666666666667","Korea, Republic of"
"1997","432.29999999999995","Kyrgyzstan"
"1997","577.4","Latvia"
"1997","418.4","Lebanon"
"1997","173.86666666666667","Libyan Arab Jamahiriya"
"1997","675.1500000000001","Lithuania"
"1997","927.0000000000001","Luxembourg"
"1997","44.7","Macedonia"
"1997","1205.5333333333333","Madagascar"
"1997","2963.6666666666665","Malaysia"
"1997","2291.6","Maldives"
"1997","920.5","Malta"
"1997","3019.0199999999995","Marshall Islands"
"1997","1593.3","Martinique"
"1997","843.5053033922597","Mexico"
"1997","3608.946153846154","Micronesia, Federated States of"
"1997","134.86","Mongolia"
"1997","437.62","Morocco"
"1997","1644.3","Myanmar"
"1997","317.25","Namibia"
"1997","684.3915204678364","Netherlands"
"1997","8670","New Caledonia"
"1997","815.7","New Zealand"
"1997","1839.9","Northern Mariana Islands"
"1997","1191.3824512534816","Norway"
"1997","193.4","Oman"
"1997","3000.3333333333335","Palau"
"1997","2032.6666666666667","Papua New Guinea"
"1997","1700.86","Paraguay"
"1997","928.0294117647057","Peru"
"1997","1413","Philippines"
"1997","569","Poland"
"1997","1442.24","Portugal"
"1997","1243.2266666666667","Puerto Rico"
"1997","2137.1","Reunion"
"1997","693.3518518518518","Romania"
"1997","523.0417558886509","Russian Federation"
"1997","1834","Saint Helena"
"1997","115.75","Saudi Arabia"
"1997","698.6666666666666","Serbia"
"1997","3565","Seychelles"
"1997","1160.8","Singapore"
"1997","1074","Sint Maarten"
"1997","711.7","Slovakia"
"1997","1217.5333333333335","Slovenia"
"1997","691.7829268292684","South Africa"
"1997","660.7976744186045","Spain"
"1997","385.2166666666667","Svalbard and Jan Mayen"
"1997","597.0748930099858","Sweden"
"1997","1121.5285714285715","Switzerland"
"1997","375.6666666666667","Syrian Arab Republic"
"1997","420.4","Tajikistan"
"1997","1267.8315789473681","Thailand"
"1997","393.68","Tunisia"
"1997","983.5500000000001","Turkey"
"1997","212.18333333333337","Turkmenistan"
"1997","737.5619047619048","Ukraine"
"1997","889.0456790123457","United Kingdom"
"1997","937.059532538955","United States"
"1997","1330.1456","Uruguay"
"1997","278.9043478260869","Uzbekistan"
"1997","1880.4","Vanuatu"
"1997","1625.9599999999998","Venezuela"
"1997","1469.9615384615386","Vietnam"
"1997","807.9428571428572","Virgin Islands, U.S."
"1997","12.4","Western Sahara"
"1998","640.14","Aland Islands"
"1998","163.825","Algeria"
"1998","1398.6","American Samoa"
"1998","1986.578947368421","Argentina"
"1998","279.9","Armenia"
"1998","751.7695055499493","Australia"
"1998","1229.4142857142856","Austria"
"1998","1655.3","Barbados"
"1998","809.4818181818181","Belarus"
"1998","983.1333333333333","Belgium"
"1998","1371.3","Belize"
"1998","1455","Bermuda"
"1998","1316.6571428571426","Bolivia"
"1998","899.3","Bosnia and Herzegovina"
"1998","1317.5110207768744","Brazil"
"1998","1166.1","Cambodia"
"1998","878.196766743649","Canada"
"1998","732.55","Chile"
"1998","848.3171875000002","China"
"1998","1919.8125","Colombia"
"1998","1070.8461538461538","Croatia"
"1998","860.3","Cuba"
"1998","473.05000000000007","Cyprus"
"1998","614.0999999999999","Czech Republic"
"1998","847.55","Denmark"
"1998","195","Egypt"
"1998","733.9119999999998","Estonia"
"1998","711.7246376811594","Finland"
"1998","765.0093023255814","France"
"1998","2861","French Guiana"
"1998","1724.2599999999998","French Polynesia"
"1998","842.8","French Southern Territories"
"1998","922.1047781569969","Germany"
"1998","640.5347826086957","Greece"
"1998","796.2714285714286","Greenland"
"1998","1818","Guadeloupe"
"1998","1360.2333333333336","Guam"
"1998","943.8","Guernsey"
"1998","2114.6","Guyana"
"1998","2667.3","Hong Kong"
"1998","657.5","Hungary"
"1998","1013.1714285714286","Iceland"
"1998","2546","India"
"1998","147.2","Iran, Islamic Republic of"
"1998","1270.542857142857","Ireland"
"1998","981.1","Isle of Man"
"1998","302.4714285714286","Israel"
"1998","730.55","Italy"
"1998","2342.63","Japan"
"1998","994.8","Jersey"
"1998","241.51818181818183","Kazakhstan"
"1998","1580.3333333333333","Korea, Republic of"
"1998","858.3","Kyrgyzstan"
"1998","594.2","Latvia"
"1998","250.8","Libyan Arab Jamahiriya"
"1998","804.22","Lithuania"
"1998","921.0999999999999","Luxembourg"
"1998","51.3","Macedonia"
"1998","559.05","Madagascar"
"1998","3245.75","Malaysia"
"1998","2650","Maldives"
"1998","320.9","Malta"
"1998","1992.3285714285714","Marshall Islands"
"1998","2324","Martinique"
"1998","862.6772497472192","Mexico"
"1998","2597.4437500000004","Micronesia, Federated States of"
"1998","234.32999999999998","Mongolia"
"1998","225.19","Morocco"
"1998","785.9","Myanmar"
"1998","137.25","Namibia"
"1998","1102.4621700879766","Netherlands"
"1998","8452","New Caledonia"
"1998","1118.5500000000002","Northern Mariana Islands"
"1998","1215.68938547486","Norway"
"1998","100.58333333333331","Oman"
"1998","2906.3","Palau"
"1998","2476.45","Papua New Guinea"
"1998","1736.1833333333332","Paraguay"
"1998","1370.5500000000002","Peru"
"1998","1852.2124999999999","Philippines"
"1998","683","Poland"
"1998","967.825","Portugal"
